id	referencia	descripcion	descripcion_larga	FAMILIA	SUBFAMILIA	COLECCION	CATEGORIA	nombre_talla	nombre_Color	codigobarras	stock	stockminimo	tarifa_pvp	tarifa_coste	tarifa_multimarca	tarifa_pmp_grupo	tarifa_retail	tarifa_pmp_empresa
01611061S	02611061	CAMISA ML VILLELA MULTICOLOR AMARILLO S	CAMISA ML VILLELA MULTICOLOR AMARILLO S	CAMISA	VILLELA	OI 2015	CAMISA	S	AMARILLO	8435408453660	3	0	59,90 €	13,95 €	24,96 €	16,14 €	19,96 €	16,14 €
01611061XL	02611061	CAMISA ML VILLELA MULTICOLOR AMARILLO XL	CAMISA ML VILLELA MULTICOLOR AMARILLO XL	CAMISA	VILLELA	OI 2015	CAMISA	XL	AMARILLO	8435408453691	5	0	59,90 €	13,95 €	24,96 €	14,93 €	19,96 €	14,93 €
01611061XXL	02611061	CAMISA ML VILLELA MULTICOLOR AMARILLO XXL	CAMISA ML VILLELA MULTICOLOR AMARILLO XXL	CAMISA	VILLELA	OI 2015	CAMISA	XXL	AMARILLO	8435408453707	6	0	59,90 €	13,95 €	24,96 €	15,27 €	19,96 €	15,27 €
01611363L	02611363	CAMISA ML VILLELA MULTICOLOR MARINO L	CAMISA ML VILLELA MULTICOLOR MARINO L	CAMISA	VILLELA	OI 2015	CAMISA	L	MARINO	8435408453738	4	0	59,90 €	13,95 €	24,96 €	15,13 €	19,96 €	15,13 €
01611363M	02611363	CAMISA ML VILLELA MULTICOLOR MARINO M	CAMISA ML VILLELA MULTICOLOR MARINO M	CAMISA	VILLELA	OI 2015	CAMISA	M	MARINO	8435408453721	6	0	59,90 €	13,95 €	24,96 €	15,22 €	19,96 €	15,22 €
01611363S	02611363	CAMISA ML VILLELA MULTICOLOR MARINO S	CAMISA ML VILLELA MULTICOLOR MARINO S	CAMISA	VILLELA	OI 2015	CAMISA	S	MARINO	8435408453714	24	0	59,90 €	13,95 €	24,96 €	15,09 €	19,96 €	15,09 €
01611363XL	02611363	CAMISA ML VILLELA MULTICOLOR MARINO XL	CAMISA ML VILLELA MULTICOLOR MARINO XL	CAMISA	VILLELA	OI 2015	CAMISA	XL	MARINO	8435408453745	12	0	59,90 €	13,95 €	24,96 €	15,12 €	19,96 €	15,12 €
01611363XXL	02611363	CAMISA ML VILLELA MULTICOLOR MARINO XXL	CAMISA ML VILLELA MULTICOLOR MARINO XXL	CAMISA	VILLELA	OI 2015	CAMISA	XXL	MARINO	8435408453752	18	0	59,90 €	13,95 €	24,96 €	15,88 €	19,96 €	15,88 €
01612420M	02681420	CAMISA ML VILLELA FONDO BLANCO VERDE M	CAMISA ML VILLELA FONDO BLANCO VERDE M	CAMISA	VILLELA	OI 2015	CAMISA	M	VERDE	8435408453776	4	0	59,90 €	13,95 €	24,96 €	18,76 €	19,96 €	18,76 €
01612420S	02681420	CAMISA ML VILLELA FONDO BLANCO VERDE S	CAMISA ML VILLELA FONDO BLANCO VERDE S	CAMISA	VILLELA	OI 2015	CAMISA	S	VERDE	8435408453769	10	0	59,90 €	13,95 €	24,96 €	19,58 €	19,96 €	19,58 €
01612420XL	02681420	CAMISA ML VILLELA FONDO BLANCO VERDE XL	CAMISA ML VILLELA FONDO BLANCO VERDE XL	CAMISA	VILLELA	OI 2015	CAMISA	XL	VERDE	8435408453790	0	0	59,90 €	13,95 €	24,96 €	13,95 €	19,96 €	13,95 €
01612420XXL	02681420	CAMISA ML VILLELA FONDO BLANCO VERDE XXL	CAMISA ML VILLELA FONDO BLANCO VERDE XXL	CAMISA	VILLELA	OI 2015	CAMISA	XXL	VERDE	8435408453806	2	0	59,90 €	13,95 €	24,96 €	18,76 €	19,96 €	18,76 €
0165000148	01650001	AMERICANA  PIQUÉ BEIGE 48	AMERICANA  PIQUÉ BEIGE 48	AMERICANA	PIQUE	NOOS	AMERICANA	48	BEIGE	8435408462365	9	0	165,00 €	47,80 €	71,00 €	48,55 €	55,00 €	48,55 €
0165000150	01650001	AMERICANA  PIQUÉ BEIGE 50	AMERICANA  PIQUÉ BEIGE 50	AMERICANA	PIQUE	NOOS	AMERICANA	50	BEIGE	8435408462372	12	0	165,00 €	47,80 €	71,00 €	48,33 €	55,00 €	48,33 €
0165000152	01650001	AMERICANA  PIQUÉ BEIGE 52	AMERICANA  PIQUÉ BEIGE 52	AMERICANA	PIQUE	NOOS	AMERICANA	52	BEIGE	8435408462389	21	0	165,00 €	47,80 €	71,00 €	48,63 €	55,00 €	48,63 €
0165000154	01650001	AMERICANA  PIQUÉ BEIGE 54	AMERICANA  PIQUÉ BEIGE 54	AMERICANA	PIQUE	NOOS	AMERICANA	54	BEIGE	8435408462396	29	0	165,00 €	47,80 €	71,00 €	48,50 €	55,00 €	48,50 €
0165000156	01650001	AMERICANA  PIQUÉ BEIGE 56	AMERICANA  PIQUÉ BEIGE 56	AMERICANA	PIQUE	NOOS	AMERICANA	56	BEIGE	8435408462402	29	0	165,00 €	47,80 €	71,00 €	48,47 €	55,00 €	48,47 €
0165000158	01650001	AMERICANA  PIQUÉ BEIGE 58	AMERICANA  PIQUÉ BEIGE 58	AMERICANA	PIQUE	NOOS	AMERICANA	58	BEIGE	8435408462419	23	0	165,00 €	47,80 €	71,00 €	48,68 €	55,00 €	48,68 €
0165036448	01650364	AMERICANA  PIQUÉ ROYAL 48	AMERICANA  PIQUÉ ROYAL 48	AMERICANA	PIQUE	NOOS	AMERICANA	48	ROYAL	8435408462426	13	0	165,00 €	47,80 €	71,00 €	48,44 €	55,00 €	48,44 €
0165036450	01650364	AMERICANA  PIQUÉ ROYAL 50	AMERICANA  PIQUÉ ROYAL 50	AMERICANA	PIQUE	NOOS	AMERICANA	50	ROYAL	8435408462433	7	0	165,00 €	47,80 €	71,00 €	48,03 €	55,00 €	48,03 €
0165036452	01650364	AMERICANA  PIQUÉ ROYAL 52	AMERICANA  PIQUÉ ROYAL 52	AMERICANA	PIQUE	NOOS	AMERICANA	52	ROYAL	8435408462440	16	0	165,00 €	47,80 €	71,00 €	48,74 €	55,00 €	48,74 €
0165036454	01650364	AMERICANA  PIQUÉ ROYAL 54	AMERICANA  PIQUÉ ROYAL 54	AMERICANA	PIQUE	NOOS	AMERICANA	54	ROYAL	8435408462457	16	0	165,00 €	47,80 €	71,00 €	48,59 €	55,00 €	48,59 €
0165036456	01650364	AMERICANA  PIQUÉ ROYAL 56	AMERICANA  PIQUÉ ROYAL 56	AMERICANA	PIQUE	NOOS	AMERICANA	56	ROYAL	8435408462464	24	0	165,00 €	47,80 €	71,00 €	48,72 €	55,00 €	48,72 €
0165036458	01650364	AMERICANA  PIQUÉ ROYAL 58	AMERICANA  PIQUÉ ROYAL 58	AMERICANA	PIQUE	NOOS	AMERICANA	58	ROYAL	8435408462471	20	0	165,00 €	47,80 €	71,00 €	49,00 €	55,00 €	49,00 €
0165136048	03651360 	PARKA MULTIBOLSILLOS AZUL 48	PARKA MULTIBOLSILLOS AZUL 50 COLOR: AZUL TALLA: 48	ABRIGO	CAZADORA	PV 2016	PRENDA EXTERIOR	48	AZUL	8435408462488	4	0	165,00 €	47,50 €	71,00 €	55,00 €	55,00 €	55,00 €
0165136050	03651360 	PARKA MULTIBOLSILLOS AZUL 50	PARKA MULTIBOLSILLOS AZUL 50	ABRIGO	CAZADORA	PV 2016	PRENDA EXTERIOR	50	AZUL	8435408462495	6	0	165,00 €	47,50 €	71,00 €	55,00 €	55,00 €	55,00 €
0165136052	03651360 	PARKA MULTIBOLSILLOS AZUL 52	PARKA MULTIBOLSILLOS AZUL 50 COLOR: AZUL TALLA: 52	ABRIGO	CAZADORA	PV 2016	PRENDA EXTERIOR	52	AZUL	8435408462501	16	0	165,00 €	47,50 €	71,00 €	55,00 €	55,00 €	55,00 €
0165136054	03651360 	PARKA MULTIBOLSILLOS AZUL 54	PARKA MULTIBOLSILLOS AZUL 50 COLOR: AZUL TALLA: 54	ABRIGO	CAZADORA	PV 2016	PRENDA EXTERIOR	54	AZUL	8435408462518	17	0	165,00 €	47,50 €	71,00 €	55,00 €	55,00 €	55,00 €
0165136056	03651360 	PARKA MULTIBOLSILLOS AZUL 56	PARKA MULTIBOLSILLOS AZUL 50 COLOR: AZUL TALLA: 56	ABRIGO	CAZADORA	PV 2016	PRENDA EXTERIOR	56	AZUL	8435408462525	14	0	165,00 €	47,50 €	71,00 €	55,00 €	55,00 €	55,00 €
0165136058	03651360 	PARKA MULTIBOLSILLOS AZUL 58	PARKA MULTIBOLSILLOS AZUL 50 COLOR: AZUL TALLA: 58	ABRIGO	CAZADORA	PV 2016	PRENDA EXTERIOR	58	AZUL	8435408462532	3	0	165,00 €	47,50 €	71,00 €	55,00 €	55,00 €	55,00 €
0165143050	03651430	PARKA MULTIBOLSILLOS KAKI 50	PARKA MULTIBOLSILLOS KAKI 50	ABRIGO	CAZADORA	PV 2016	PRENDA EXTERIOR	50	KAKI	8435408462556	1	0	165,00 €	47,50 €	71,00 €	55,00 €	55,00 €	55,00 €
0165143052	03651430	PARKA MULTIBOLSILLOS KAKI 52	PARKA MULTIBOLSILLOS KAKI 52	ABRIGO	CAZADORA	PV 2016	PRENDA EXTERIOR	52	KAKI	8435408462563	9	0	165,00 €	47,50 €	71,00 €	55,00 €	55,00 €	55,00 €
0165143054	03651430	PARKA MULTIBOLSILLOS KAKI 54	PARKA MULTIBOLSILLOS KAKI 54	ABRIGO	CAZADORA	PV 2016	PRENDA EXTERIOR	54	KAKI	8435408462570	12	0	165,00 €	47,50 €	71,00 €	55,00 €	55,00 €	55,00 €
0165143056	03651430	PARKA MULTIBOLSILLOS KAKI 56	PARKA MULTIBOLSILLOS KAKI 56	ABRIGO	CAZADORA	PV 2016	PRENDA EXTERIOR	56	KAKI	8435408462587	6	0	165,00 €	47,50 €	71,00 €	55,00 €	55,00 €	55,00 €
0175136048	01751360	AMERICANA CUADRO VICHY AZUL 48	AMERICANA CUADRO VICHY AZUL 48	AMERICANA	CUADROS	PV2017	AMERICANA	48	AZUL	8435408469265	0	0	165,00 €	46,66 €	66,00 €	50,04 €	55,00 €	50,04 €
0175136050	01751360	AMERICANA CUADRO VICHY AZUL 50	AMERICANA CUADRO VICHY AZUL 50	AMERICANA	CUADROS	PV2017	AMERICANA	50	AZUL	8435408469272	3	0	165,00 €	46,66 €	66,00 €	48,65 €	55,00 €	48,65 €
0175136052	01751360	AMERICANA CUADRO VICHY AZUL 52	AMERICANA CUADRO VICHY AZUL 52	AMERICANA	CUADROS	PV2017	AMERICANA	52	AZUL	8435408469289	7	0	165,00 €	46,66 €	66,00 €	48,76 €	55,00 €	48,76 €
0175136054	01751360	AMERICANA CUADRO VICHY AZUL 54	AMERICANA CUADRO VICHY AZUL 54	AMERICANA	CUADROS	PV2017	AMERICANA	54	AZUL	8435408469296	16	0	165,00 €	46,66 €	66,00 €	49,55 €	55,00 €	49,55 €
0175136056	01751360	AMERICANA CUADRO VICHY AZUL 56	AMERICANA CUADRO VICHY AZUL 56	AMERICANA	CUADROS	PV2017	AMERICANA	56	AZUL	8435408469302	16	0	165,00 €	46,66 €	66,00 €	49,08 €	55,00 €	49,08 €
0175136058	01751360	AMERICANA CUADRO VICHY AZUL 58	AMERICANA CUADRO VICHY AZUL 58	AMERICANA	CUADROS	PV2017	AMERICANA	58	AZUL	8435408469319	20	0	165,00 €	46,66 €	66,00 €	48,61 €	55,00 €	48,61 €
0175200748	01752007	AMERICANA ALGODON PIEDRA 48	AMERICANA ALGODON PIEDRA 48	AMERICANA	ALGODON	PV2017	AMERICANA	48	PIEDRA	8435408469388	0	0	145,90 €	37,95 €	58,36 €	37,95 €	48,63 €	37,95 €
0175200750	01752007	AMERICANA ALGODON PIEDRA 50	AMERICANA ALGODON PIEDRA 50	AMERICANA	ALGODON	PV2017	AMERICANA	50	PIEDRA	8435408469395	9	0	145,90 €	37,95 €	58,36 €	40,65 €	48,63 €	40,65 €
0175200752	01752007	AMERICANA ALGODON PIEDRA 52	AMERICANA ALGODON PIEDRA 52	AMERICANA	ALGODON	PV2017	AMERICANA	52	PIEDRA	8435408469401	26	0	145,90 €	37,95 €	58,36 €	40,45 €	48,63 €	40,45 €
0175200754	01752007	AMERICANA ALGODON PIEDRA 54	AMERICANA ALGODON PIEDRA 54	AMERICANA	ALGODON	PV2017	AMERICANA	54	PIEDRA	8435408469418	27	0	145,90 €	37,95 €	58,36 €	40,32 €	48,63 €	40,32 €
0175200756	01752007	AMERICANA ALGODON PIEDRA 56	AMERICANA ALGODON PIEDRA 56	AMERICANA	ALGODON	PV2017	AMERICANA	56	PIEDRA	8435408469425	13	0	145,90 €	37,95 €	58,36 €	41,24 €	48,63 €	41,24 €
0175200758	01752007	AMERICANA ALGODON PIEDRA 58	AMERICANA ALGODON PIEDRA 58	AMERICANA	ALGODON	PV2017	AMERICANA	58	PIEDRA	8435408469432	21	0	145,90 €	37,95 €	58,36 €	40,09 €	48,63 €	40,09 €
0175236348	01752363	AMERICANA ALGODON MARINO 48	AMERICANA ALGODON MARINO 48	AMERICANA	ALGODON	PV2017	AMERICANA	48	MARINO	8435408469326	4	0	145,90 €	37,95 €	58,36 €	37,95 €	48,63 €	37,95 €
0175236350	01752363	AMERICANA ALGODON MARINO 50	AMERICANA ALGODON MARINO 50	AMERICANA	ALGODON	PV2017	AMERICANA	50	MARINO	8435408469333	7	0	145,90 €	37,95 €	58,36 €	39,51 €	48,63 €	39,51 €
0175236352	01752363	AMERICANA ALGODON MARINO 52	AMERICANA ALGODON MARINO 52	AMERICANA	ALGODON	PV2017	AMERICANA	52	MARINO	8435408469340	6	0	145,90 €	37,95 €	58,36 €	39,71 €	48,63 €	39,71 €
0175236354	01752363	AMERICANA ALGODON MARINO 54	AMERICANA ALGODON MARINO 54	AMERICANA	ALGODON	PV2017	AMERICANA	54	MARINO	8435408469357	21	0	145,90 €	37,95 €	58,36 €	39,81 €	48,63 €	39,81 €
0175236356	01752363	AMERICANA ALGODON MARINO 56	AMERICANA ALGODON MARINO 56	AMERICANA	ALGODON	PV2017	AMERICANA	56	MARINO	8435408469364	17	0	145,90 €	37,95 €	58,36 €	39,47 €	48,63 €	39,47 €
0175236358	01752363	AMERICANA ALGODON MARINO 58	AMERICANA ALGODON MARINO 58	AMERICANA	ALGODON	PV2017	AMERICANA	58	MARINO	8435408469371	14	0	145,90 €	37,95 €	58,36 €	39,17 €	48,63 €	39,17 €
0175300148	01753001	AMERICANA LINO BEIGE 48	AMERICANA LINO BEIGE 48	AMERICANA	LINO	PV2017	AMERICANA	48	BEIGE	8435408469500	0	0	165,00 €	37,95 €	66,00 €	37,95 €	55,00 €	37,95 €
0175300150	01753001	AMERICANA LINO BEIGE 50	AMERICANA LINO BEIGE 50	AMERICANA	LINO	PV2017	AMERICANA	50	BEIGE	8435408469517	15	0	165,00 €	37,95 €	66,00 €	41,57 €	55,00 €	41,57 €
0175300152	01753001	AMERICANA LINO BEIGE 52	AMERICANA LINO BEIGE 52	AMERICANA	LINO	PV2017	AMERICANA	52	BEIGE	8435408469524	22	0	165,00 €	37,95 €	66,00 €	40,47 €	55,00 €	40,47 €
0175300154	01753001	AMERICANA LINO BEIGE 54	AMERICANA LINO BEIGE 54	AMERICANA	LINO	PV2017	AMERICANA	54	BEIGE	8435408469531	30	0	165,00 €	37,95 €	66,00 €	40,39 €	55,00 €	40,39 €
0175300156	01753001	AMERICANA LINO BEIGE 56	AMERICANA LINO BEIGE 56	AMERICANA	LINO	PV2017	AMERICANA	56	BEIGE	8435408469548	21	0	165,00 €	37,95 €	66,00 €	41,69 €	55,00 €	41,69 €
0175300158	01753001	AMERICANA LINO BEIGE 58	AMERICANA LINO BEIGE 58	AMERICANA	LINO	PV2017	AMERICANA	58	BEIGE	8435408469555	21	0	165,00 €	37,95 €	66,00 €	39,99 €	55,00 €	39,99 €
0175336348	01753363	AMERICANA LINO MARINO 48	AMERICANA LINO MARINO 48	AMERICANA	LINO	PV2017	AMERICANA	48	MARINO	8435408469449	0	0	165,00 €	37,95 €	66,00 €	37,95 €	55,00 €	37,95 €
0175336350	01753363	AMERICANA LINO MARINO 50	AMERICANA LINO MARINO 50	AMERICANA	LINO	PV2017	AMERICANA	50	MARINO	8435408469456	4	0	165,00 €	37,95 €	66,00 €	43,36 €	55,00 €	43,36 €
0175336352	01753363	AMERICANA LINO MARINO 52	AMERICANA LINO MARINO 52	AMERICANA	LINO	PV2017	AMERICANA	52	MARINO	8435408469463	23	0	165,00 €	37,95 €	66,00 €	40,15 €	55,00 €	40,15 €
0175336354	01753363	AMERICANA LINO MARINO 54	AMERICANA LINO MARINO 54	AMERICANA	LINO	PV2017	AMERICANA	54	MARINO	8435408469470	27	0	165,00 €	37,95 €	66,00 €	40,77 €	55,00 €	40,77 €
0175336356	01753363	AMERICANA LINO MARINO 56	AMERICANA LINO MARINO 56	AMERICANA	LINO	PV2017	AMERICANA	56	MARINO	8435408469487	17	0	165,00 €	37,95 €	66,00 €	41,57 €	55,00 €	41,57 €
0175336358	01753363	AMERICANA LINO MARINO 58	AMERICANA LINO MARINO 58	AMERICANA	LINO	PV2017	AMERICANA	58	MARINO	8435408469494	22	0	165,00 €	37,95 €	66,00 €	40,96 €	55,00 €	40,96 €
02601010L	02600010	CAMISA C/CLASICO GEMELOS BLANCO L	CAMISA C/CLASICO GEMELOS BLANCO L	CAMISA	GEMELOS	OI2016	CAMISA	L	BLANCO	8435408465243	1	0	64,90 €	15,95 €	25,96 €	17,00 €	21,60 €	17,00 €
02601010M	02600010	CAMISA C/CLASICO GEMELOS BLANCO M	CAMISA C/CLASICO GEMELOS BLANCO M	CAMISA	GEMELOS	OI2016	CAMISA	M	BLANCO	8435408465236	4	0	64,90 €	15,95 €	25,96 €	16,83 €	21,60 €	16,83 €
02601010S	02600010	CAMISA C/CLASICO GEMELOS BLANCO S	CAMISA C/CLASICO GEMELOS BLANCO S	CAMISA	GEMELOS	OI2016	CAMISA	S	BLANCO	8435408465229	0	0	64,90 €	15,95 €	25,96 €	16,84 €	21,60 €	16,84 €
02601010XL	02600010	CAMISA C/CLASICO GEMELOS BLANCO XL	CAMISA C/CLASICO GEMELOS BLANCO XL	CAMISA	GEMELOS	OI2016	CAMISA	XL	BLANCO	8435408465250	7	0	64,90 €	15,95 €	25,96 €	17,11 €	21,60 €	17,11 €
02601010XXL	02600010	CAMISA C/CLASICO GEMELOS BLANCO XXL	CAMISA C/CLASICO GEMELOS BLANCO XXL	CAMISA	GEMELOS	OI2016	CAMISA	XXL	BLANCO	8435408465267	9	0	64,90 €	15,95 €	25,96 €	16,86 €	21,60 €	16,86 €
02604360L	02604360	CAMISA C/ITALIANO RED&BLUE AZUL L	CAMISA C/ITALIANO RED&BLUE AZUL L	CAMISA	RED&BLUE	OI2016	CAMISA	L	AZUL	8435408465298	1	0	64,90 €	16,95 €	25,96 €	18,16 €	21,60 €	18,16 €
02604360M	02604360	CAMISA C/ITALIANO RED&BLUE AZUL M	CAMISA C/ITALIANO RED&BLUE AZUL M	CAMISA	RED&BLUE	OI2016	CAMISA	M	AZUL	8435408465281	0	0	64,90 €	16,95 €	25,96 €	18,11 €	21,60 €	18,11 €
02604360S	02604360	CAMISA C/ITALIANO RED&BLUE AZUL S	CAMISA C/ITALIANO RED&BLUE AZUL S	CAMISA	RED&BLUE	OI2016	CAMISA	S	AZUL	8435408465274	5	0	64,90 €	16,95 €	25,96 €	18,12 €	21,60 €	18,12 €
02604360XL	02604360	CAMISA C/ITALIANO RED&BLUE AZUL XL	CAMISA C/ITALIANO RED&BLUE AZUL XL	CAMISA	RED&BLUE	OI2016	CAMISA	XL	AZUL	8435408465304	1	0	64,90 €	16,95 €	25,96 €	17,90 €	21,60 €	17,90 €
02604360XXL	02604360	CAMISA C/ITALIANO RED&BLUE AZUL XXL	CAMISA C/ITALIANO RED&BLUE AZUL XXL	CAMISA	RED&BLUE	OI2016	CAMISA	XXL	AZUL	8435408465311	8	0	64,90 €	16,95 €	25,96 €	18,10 €	21,60 €	18,10 €
02605363L	02605363	CAMISA C/ITALIANO MINISTRIPES MARINO L	CAMISA C/ITALIANO MINISTRIPES MARINO L	CAMISA	MINISTRIPES	OI2016	CAMISA	L	MARINO	8435408465694	6	0	64,90 €	17,45 €	25,96 €	18,75 €	21,60 €	18,75 €
02605363M	02605363	CAMISA C/ITALIANO MINISTRIPES MARINO M	CAMISA C/ITALIANO MINISTRIPES MARINO M	CAMISA	MINISTRIPES	OI2016	CAMISA	M	MARINO	8435408465687	3	0	64,90 €	17,45 €	25,96 €	18,44 €	21,60 €	18,44 €
02605363S	02605363	CAMISA C/ITALIANO MINISTRIPES MARINO S	CAMISA C/ITALIANO MINISTRIPES MARINO S	CAMISA	MINISTRIPES	OI2016	CAMISA	S	MARINO	8435408465670	5	0	64,90 €	17,45 €	25,96 €	18,03 €	21,60 €	18,03 €
02605363XL	02605363	CAMISA C/ITALIANO MINISTRIPES MARINO XL	CAMISA C/ITALIANO MINISTRIPES MARINO XL	CAMISA	MINISTRIPES	OI2016	CAMISA	XL	MARINO	8435408465700	8	0	64,90 €	17,45 €	25,96 €	18,43 €	21,60 €	18,43 €
02605363XXL	02605363	CAMISA C/ITALIANO MINISTRIPES MARINO XXL	CAMISA C/ITALIANO MINISTRIPES MARINO XXL	CAMISA	MINISTRIPES	OI2016	CAMISA	XXL	MARINO	8435408465717	3	0	64,90 €	17,45 €	25,96 €	18,16 €	21,60 €	18,16 €
02610366L	02610366	CAMISA CHAMBRAY C/BOTONES INDIGO L	CAMISA CHAMBRAY C/BOTONES INDIGO L	CAMISA	CHAMBRAY	OI2016	CAMISA	L	INDIGO	8435408465595	0	0	64,90 €	16,45 €	25,96 €	18,05 €	21,60 €	18,05 €
02610366M	02610366	CAMISA CHAMBRAY C/BOTONES INDIGO M	CAMISA CHAMBRAY C/BOTONES INDIGO M	CAMISA	CHAMBRAY	OI2016	CAMISA	M	INDIGO	8435408465588	2	0	64,90 €	16,45 €	25,96 €	18,00 €	21,60 €	18,00 €
02610366S	02610366	CAMISA CHAMBRAY C/BOTONES INDIGO S	CAMISA CHAMBRAY C/BOTONES INDIGO S	CAMISA	CHAMBRAY	OI2016	CAMISA	S	INDIGO	8435408465571	14	0	64,90 €	16,45 €	25,96 €	17,29 €	21,60 €	17,29 €
02610366XL	02610366	CAMISA CHAMBRAY C/BOTONES INDIGO XL	CAMISA CHAMBRAY C/BOTONES INDIGO XL	CAMISA	CHAMBRAY	OI2016	CAMISA	XL	INDIGO	8435408465601	5	0	64,90 €	16,45 €	25,96 €	17,75 €	21,60 €	17,75 €
02610366XXL	02610366	CAMISA CHAMBRAY C/BOTONES INDIGO XXL	CAMISA CHAMBRAY C/BOTONES INDIGO XXL	CAMISA	CHAMBRAY	OI2016	CAMISA	XXL	INDIGO	8435408465618	9	0	64,90 €	16,45 €	25,96 €	17,52 €	21,60 €	17,52 €
02611061L	XXXXXXX	CAMISA M/L VILLELA MULTICOLOR AMARILLO L	CAMISA M/L VILLELA MULTICOLOR AMARILLO L 	CAMISA	SPORT	OI2016	VILLELA	L	AMARILLO		1	0	59,90 €	13,95 €	24,96 €	15,62 €	19,95 €	15,62 €
02611242L	02611242	CAMISA M/L VILLELA MULTICOLOR ROSA L	CAMISA M/L VILLELA MULTICOLOR ROSA L	CAMISA	VILLELA	OI2016	CAMISA	L	ROSA	8435408453639	4	0	59,90 €	13,95 €	24,96 €	17,45 €	19,95 €	17,45 €
02611242M	02611242	CAMISA M/L VILLELA MULTICOLOR ROSA M	CAMISA M/L VILLELA MULTICOLOR ROSA M	CAMISA	VILLELA	OI2016	CAMISA	M	ROSA	8435408453622	18	0	59,90 €	13,95 €	24,96 €	18,84 €	19,95 €	18,84 €
02611242S	02611242	CAMISA M/L VILLELA MULTICOLOR ROSA S	CAMISA M/L VILLELA MULTICOLOR ROSA S	CAMISA	VILLELA	OI2016	CAMISA	S	ROSA	8435408453615	16	0	59,90 €	13,95 €	24,96 €	18,99 €	19,95 €	18,99 €
02611242XL	02611242	CAMISA M/L VILLELA MULTICOLOR ROSA XL	CAMISA M/L VILLELA MULTICOLOR ROSA XL	CAMISA	VILLELA	OI2016	CAMISA	XL	ROSA	8435408453646	15	0	59,90 €	13,95 €	24,96 €	18,31 €	19,95 €	18,31 €
02611242XXL	02611242	CAMISA M/L VILLELA MULTICOLOR ROSA XXL	CAMISA M/L VILLELA MULTICOLOR ROSA XXL	CAMISA	VILLELA	OI2016	CAMISA	XXL	ROSA	8435408453653	7	0	59,90 €	13,95 €	24,96 €	18,82 €	19,95 €	18,82 €
02612360L	02612360	CAMISA COLORFULL RAYAS C/BOTONES AZUL L	CAMISA COLORFULL RAYAS C/BOTONES AZUL L	CAMISA	COLORFULL	OI2016	CAMISA	L	AZUL	8435408465748	0	0	59,90 €	14,95 €	23,96 €	16,36 €	20,00 €	16,36 €
02612360M	02612360	CAMISA COLORFULL RAYAS C/BOTONES AZUL M	CAMISA COLORFULL RAYAS C/BOTONES AZUL M	CAMISA	COLORFULL	OI2016	CAMISA	M	AZUL	8435408465731	0	0	59,90 €	14,95 €	23,96 €	16,11 €	20,00 €	16,11 €
02612360S	02612360	CAMISA COLORFULL RAYAS C/BOTONES AZUL S	CAMISA COLORFULL RAYAS C/BOTONES AZUL S	CAMISA	COLORFULL	OI2016	CAMISA	S	AZUL	8435408465724	1	0	59,90 €	14,95 €	23,96 €	16,20 €	20,00 €	16,20 €
02612360XL	02612360	CAMISA COLORFULL RAYAS C/BOTONES AZUL XL	CAMISA COLORFULL RAYAS C/BOTONES AZUL XL	CAMISA	COLORFULL	OI2016	CAMISA	XL	AZUL	8435408465755	0	0	59,90 €	14,95 €	23,96 €	16,46 €	20,00 €	16,46 €
02612360XXL	02612360	CAMISA COLORFULL RAYAS C/BOTONES AZUL XXL	CAMISA COLORFULL RAYAS C/BOTONES AZUL XXL	CAMISA	COLORFULL	OI2016	CAMISA	XXL	AZUL	8435408465762	2	0	59,90 €	14,95 €	23,96 €	15,99 €	20,00 €	15,99 €
02613240L	02613240	CAMISA COLORFULL CUADROS C/BOTONES ROJO L	CAMISA COLORFULL CUADROS C/BOTONES ROJO L	CAMISA	COLORFULL	OI2016	CAMISA	L	ROJO	8435408465397	0	0	59,90 €	14,95 €	23,96 €	17,03 €	20,00 €	17,03 €
02613240M	02613240	CAMISA COLORFULL CUADROS C/BOTONES ROJO M	CAMISA COLORFULL CUADROS C/BOTONES ROJO M	CAMISA	COLORFULL	OI2016	CAMISA	M	ROJO	8435408465380	0	0	59,90 €	14,95 €	23,96 €	16,12 €	20,00 €	16,12 €
02613240S	02613240	CAMISA COLORFULL CUADROS C/BOTONES ROJO S	CAMISA COLORFULL CUADROS C/BOTONES ROJO S	CAMISA	COLORFULL	OI2016	CAMISA	S	ROJO	8435408465373	0	0	59,90 €	14,95 €	23,96 €	16,69 €	20,00 €	16,69 €
02613240XL	02613240	CAMISA COLORFULL CUADROS C/BOTONES ROJO XL	CAMISA COLORFULL CUADROS C/BOTONES ROJO XL	CAMISA	COLORFULL	OI2016	CAMISA	XL	ROJO	8435408465403	0	0	59,90 €	14,95 €	23,96 €	16,09 €	20,00 €	16,09 €
02613240XXL	02613240	CAMISA COLORFULL CUADROS C/BOTONES ROJO XXL	CAMISA COLORFULL CUADROS C/BOTONES ROJO XXL	CAMISA	COLORFULL	OI2016	CAMISA	XXL	ROJO	8435408465410	1	0	59,90 €	14,95 €	23,96 €	16,10 €	20,00 €	16,10 €
02613360L	02613360	CAMISA COLORFULL CUADROS C/BOTONES AZUL L	CAMISA COLORFULL CUADROS C/BOTONES AZUL L	CAMISA	COLORFULL	OI2016	CAMISA	L	AZUL	8435408465441	0	0	59,90 €	14,95 €	23,96 €	16,08 €	20,00 €	16,08 €
